content	polarity
Jā, bet kāpēc bija jāatklāj sava dziļā aprobežotība, tipiski latviskā stulbuma apjoms! To nevajadzēja darīt. Tāpat nevajadzēja izrādīt kroplās zināšanas vēsturē. Bet tā jau pie mums &quot;brīvvalstī&quot; mēdz būt. Man viena studente eksāmenā teica, ka latvieši ir cēlušies no inkiem. Viņai to skolotāja mācīja. Latvijā tagad noiteikti ir skolotāji-mēsli, kuri māca aplami, nelietīgi tendenciozi, par karu, politiskajām ideoloģijām. Vārdu sakot, ar latviešu tautu ir &quot;cauri&quot; - vienmēr paliks nevērtīgas tautas patīkamajā statusā.	HATE
To izdzimteni jau sen nosist vajadzēja... 	HATE
Kariņam pidaru bariņš!Kur jautrāk!	HATE
Idiotu bars tur savācies....!!!	HATE
"Nu ja, būtu par vienu idiotu vairāk tai Saeimā...\
Nu cik var tiražēt par to kiviču? Viņš taču ir totāls vājprātis, vel ar šovu TV priekš tādiem pašiem tukšpauriem!"	HATE
ABSOLŪTI IDIOTI !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	HATE
"ktu sasniegts absolūti idiotisks un šizofreniasks MĒRĶIS === NEPIEĻAUT (dajebko)) -- lielo tirdzniecības centru būvniecību, bet neliels tirdzniecības un pakalpojumu objekts joprojām būtu iederīgs apkārtējā apbūvē. \
\
===== debīlīši žīdiski liekuļo --lielveikals daudz labāk ka tie pārdesmit koki pasargās \
no ''satiksmes trokšņa&quot;&quot;...\
\
PIDERASI zaļie !! \
\
ja jau jums vajas sava smirdīgajā pilsētelē 40% ''ZAĻO ZONU&quot;' TAD ESIET KONSEKVRENTI -- NOĀRDIET 1/2 SAVAS SMIRDOSĀS RĪGAS UN 4/5 BRĪVĀS VIETAS APSĒJIET KAUT AR ZIRŅIEM -KAUT KĀPOSTUS SASTĀDIET\
\
JA KOKUS STADĪDSIET NO TIEM JUMS RĪKSTES UN MIETUS AR KO KĀVIENU IEDOT GRIEZĪS --- DEBILU ZAĻO APSĒSTĪBA AR KOKIEM --- UN MILZU PROBLEMAS TO DĒĻ PĒC DAŽĀM DEESMITGADĒM --- DEBILIE STĀDĪRTĀJI UN AUDZETAJI APMIRUŠI --- BET VIŅU PROBLEMAS KĻUVUŠAS PAR APGRŪTINAJUMU --- JŪRMALĀ BURTISKI NOLĀD TOS DEBĪĻUS KURI PIRMS 100 GADIEM OZOLUS UN KĻAVAS PIE MĀJAM SASTADSĪJUŠI UN VĒL PAMANĪJUŠIEAS ''ZAĻOS KOMUNIASTUS'' IZPERĒT ---\
\
PAT LAUKOS --MĀJA KURĀ ES IZAUGU KAUTKĀDA STULBA ''mazpulcēnu foigņas apstulbota skuķe&quot;&quot; PĻAVAI PA VIDU BIJ blīvu LIEPU RINDU SASTADĪJUSI KĀDUS 120 METRUS - -- 70-80-jos gados PAT ZĀLE NEAUGA 20 SOĻU ABPUS LIEPĀM ((KAUT ZEMES LABUMS VISMAZ 40 BALLES - spejīga dot 40 cnt / ha gtaudu ražu ) un ietiepīgi līdz savai nosprāgšanai neļāva savus ''svētos kokus&quot;' aiztikt.... debilai \
Soibiriju izgājušai vecneitai nebija problemu burtiski sapist 1/4 hektāra kur tikai sūnas un mietenes aug--- tādus no Sibirijas āra laist nedrīkstēja --- tuir vismaz pie derīga darba lika -- te vienu vienīgu traucēkošu figņu veido ..\
\
=============================================\
\
nāk prātā dialogi no filmas &quot;'TAUTA pret LERIJU FLINTU &quot;&quot;\
== dižens cilveks :: 2017 Издатель журнала Hustler Ларри Флинт предложил $10 млн за компромат на Дональда Трампа ======\
\
==========================\
Джимми Флинт: Я видел её документы — всё законно.\
Ларри Флинт: Слушай, идиот, даже моя собака может получить документы. У моей козы.\
==============================\
\
Алтея Флинт: В этом проблема с мужчинами — у вас батарейки садятся. А мы, женщины, можем продолжать ещё, ещё, ещё…\
Ларри Флинт: Тогда иди трахайся с женщиной.\
====================================================\
\
Оглядитесь, посмотрите по сторонам — мы живём в эпоху Римской империи. Пора, пора, пора скармливать львов христианам.\
\
\
Если первая поправка защитит такой мешок с дерьмом, как я, то она защитит и вас. Потому что я хуже всех.\
\
\
Почему я должен идти в тюрьму, чтобы защищать вашу свободу.\
\
\
Всё в чём я виноват это то, что у меня плохой вкус.\
(адвокату) Я клиент твоей мечты: со мной не соскучишься, я богат и у меня всегда неприятности.\
\
\
У меня есть деньги, которые позволят встряхнуть эту систему.\
\
\
Мнение это всё равно, что дырка в заднице, — у каждого она найдётся."	HATE
Nu protams. Šitais aitu bars atkal visu norīs, paliks kluss un paklausīgi ies uz darbu. Idioti	HATE
Skolotāja pilnīga idiote!Skumji,ka tādas joprojām atrodas.	HATE
Kārtējais idiots! Tev smadzenes nav uzkārušās un pazudušas?	HATE
Ko delfi dzeshat ara komentu par to ka cehs lv ir kropli?	HATE
Un tu morālais kropli uzskati, ka būtu tiesiski, ka kāda radenieki atbildētu par savu radinieku darbiem? Līdz šim tā rīkojās tikai divi onkuļi- Hitlers un Staļins. Ak jā ES jau tuvojas totalitārai sistēmai. Vēl nedaudz un viss būs kā pie Hitlera un Staļina.	HATE
Klau tu morālais kropli uz kāda pamata tu citus kuri nedomā kā tu sauc par Kremļa krančiem? Laikam tev to skolā un no Briseles māca? Turpmāk būšu zināt no kurienes tā āža kāja aug. Un pastāsti prātvēder kāds šajā gadijumā ir sakars starp Staļinu un Putinu. Būtu labi, ja tu savās trulajās smadzenēs spētu saprast, ka ir liela starpība starp darīt un teikt un tas nav viens un tas pats. Padomā pirms muldi.	HATE
Tevi pašu, Artūriņ mīļumiņ, vajag publiski pakārt aiz pautiem... Just saying:)	HATE
"garīgs kroplis tu nevis egils\
"	HATE
Kuņas jūs nolādētie! Nosist jūs visus vajag!	HATE
"tiktu sasniegts absolūti idiotisks un šizofreniasks MĒRĶIS === NEPIEĻAUT (dajebko)) -- lielo tirdzniecības centru būvniecību, bet neliels tirdzniecības un pakalpojumu objekts joprojām būtu iederīgs apkārtējā apbūvē. \
\
===== debīlīši žīdiski liekuļo --lielveikals daudz labāk ka tie pārdesmit koki pasargās \
no ''satiksmes trokšņa&quot;&quot;...\
\
PIDERASI zaļie !! \
\
ja jau jums vajas sava smirdīgajā pilsētelē 40% ''ZAĻO ZONU&quot;' TAD ESIET KONSEKVRENTI -- NOĀRDIET 1/2 SAVAS SMIRDOSĀS RĪGAS UN 4/5 BRĪVĀS VIETAS APSĒJIET KAUT AR ZIRŅIEM -KAUT KĀPOSTUS SASTĀDIET\
\
JA KOKUS STADĪDSIET NO TIEM JUMS RĪKSTES UN MIETUS AR KO KĀVIENU IEDOT GRIEZĪS --- DEBILU ZAĻO APSĒSTĪBA AR KOKIEM --- UN MILZU PROBLEMAS TO DĒĻ PĒC DAŽĀM DEESMITGADĒM --- DEBILIE STĀDĪRTĀJI UN AUDZETAJI APMIRUŠI --- BET VIŅU PROBLEMAS KĻUVUŠAS PAR APGRŪTINAJUMU --- JŪRMALĀ BURTISKI NOLĀD TOS DEBĪĻUS KURI PIRMS 100 GADIEM OZOLUS UN KĻAVAS PIE MĀJAM SASTADSĪJUŠI UN VĒL PAMANĪJUŠIEAS ''ZAĻOS KOMUNIASTUS'' IZPERĒT ---\
\
PAT LAUKOS --MĀJA KURĀ ES IZAUGU KAUTKĀDA STULBA ''mazpulcēnu foigņas apstulbota skuķe&quot;&quot; PĻAVAI PA VIDU BIJ blīvu LIEPU RINDU SASTADĪJUSI KĀDUS 120 METRUS - -- 70-80-jos gados PAT ZĀLE NEAUGA 20 SOĻU ABPUS LIEPĀM ((KAUT ZEMES LABUMS VISMAZ 40 BALLES - spejīga dot 40 cnt / ha gtaudu ražu ) un ietiepīgi līdz savai nosprāgšanai neļāva savus ''svētos kokus&quot;' aiztikt.... debilai \
Soibiriju izgājušai vecneitai nebija problemu burtiski sapist 1/4 hektāra kur tikai sūnas un mietenes aug--- tādus no Sibirijas āra laist nedrīkstēja --- tuir vismaz pie derīga darba lika -- te vienu vienīgu traucēkošu figņu veido ..\
\
=============================================\
\
nāk prātā dialogi no filmas &quot;'TAUTA pret LERIJU FLINTU &quot;&quot;\
== dižens cilveks :: 2017 Издатель журнала Hustler Ларри Флинт предложил $10 млн за компромат на Дональда Трампа ======\
\
==========================\
Джимми Флинт: Я видел её документы — всё законно.\
Ларри Флинт: Слушай, идиот, даже моя собака может получить документы. У моей козы.\
==============================\
\
Алтея Флинт: В этом проблема с мужчинами — у вас батарейки садятся. А мы, женщины, можем продолжать ещё, ещё, ещё…\
Ларри Флинт: Тогда иди трахайся с женщиной.\
====================================================\
\
Оглядитесь, посмотрите по сторонам — мы живём в эпоху Римской империи. Пора, пора, пора скармливать львов христианам.\
\
\
Если первая поправка защитит такой мешок с дерьмом, как я, то она защитит и вас. Потому что я хуже всех.\
\
\
Почему я должен идти в тюрьму, чтобы защищать вашу свободу.\
\
\
Всё в чём я виноват это то, что у меня плохой вкус.\
(адвокату) Я клиент твоей мечты: со мной не соскучишься, я богат и у меня всегда неприятности.\
\
\
У меня есть деньги, которые позволят встряхнуть эту систему.\
\
\
Мнение это всё равно, что дырка в заднице, — у каждого она найдётся.\
\
"	HATE
Lai vid iet dirst, mēslu cūkas, apdirstie rēķinātāji, bāžat savās dirsās smirdīgos parādus. Nahuj par ko maksāt, nošaut tos cūkas dižos rēķinātājus	HATE
Ak waffen ss karavīri tev u r lik ir latvijas lepnums, laikam pārteicies krutkas dozas ietekmē par Latvijas divām mazajām divīzijām muldot, jo tavējo klaidoņiem vlasova brīvprātīgo 2 000 000 esesiešu bari ir tavu krievu fašistu īstais lepnums! Un kur nu vēl tev lepnākie Donas kazaku 500 000 SS ordas hitlera armijā??! Nekautrējies kremlin ,pastāsti cik bija un kā tur bija ar taviem SS fašistiem, kad vācu spēku ordas jau bija dziļi tavu senču zemē!? Pretīgā tava muldoņa apmelojot mūsu leģionārus, kas radās pēc tavu krievu siseņu - sadistu bara zvēriskā iebrukuma Latvijā ir kā idiotiskam daunim apmelot divus aizstāvošos sienāžus pret milzīgu ļaunu circeņu uzbrucēju baru sienāžu dzimtas miteklī! 	HATE
Nemurgo pasta ldauni,klanies kungu priekšā,tu tādu dzīvi gribēji.	HATE
Es esmu okupantu pecnacejs. Ko pieminat. Araja brigades noziegumus. Jus ne ar ko no krievu chyrkam neatskiraties. Atradushues legionari, kas dzimushi idiotu gimenes	HATE
Tu esi pilnīgs idiots ! Ar šitiem suņa murgiem tu varētu čakarēt smadzenes krievu pensionāriem ! Tu esi atlaists ! Kremļa pavēle nr. xxxxx.	HATE
Valodā iemācies pareizi rakstīt, idiot!!! 	HATE
zvaigzne....brauc ar hjundai....idiots	HATE
"Idiot,vai tagad Latvijá dzīvojośajiem padomju okupantiem cars putins sūta pártikas pakas,\
Ko tad okupanti militáristi nebrauc atpakaļ uz savu cara impériju"	HATE
gruziins kandriiz pietaisiija bikses osetijaa atradushi ko citeet taads pats idiots kaa 100 idioti seimaa un vinu pakalpini	HATE
lai tie vecie koki viņiem uz galavs uzkrīt	HATE
Es tev jau sen augstāk uzrakstīju, superidiot.	HATE
Kā var tádam idiotam un melim ká Sakašvili ticēt,un cik stulbam źurnálisram jābūt lai ņemt interviju un bublicĕt cilveka kas ir noziedznieks un slepkava..	HATE
Ak Tu padla. Lasi tekstu līdz galam. Tu burtiski prasi, lai tādiem kā Tev nodokli paceltu un tādejādi iznīcinātu tavu sabiedrības slāni. Neuzvelc!!	HATE
pakārt tevi rātes laukumā mēsls!!	HATE
Nošaut maitu	HATE
Jā iespaidīga shēma, labrāt nošautu visus ierēdņus vidā	HATE
"Ja aizokeāna pimpju sukataji izraisīs karu \
Tad viņus slaktes kā traukus suņus visā pasaulē \
"	HATE
ieskatieties Skverneļa ģīmī, kāds viņš mums brālis? Žīda mūlis.. Žīdi nav brāļi Baltiem...	HATE
"un kādu Pasauli kacina lohatron - žīdus? cik man zināms pārejos nevienu tas netracina izņēmot osvobodjitjeļus vēl...\
"	HATE
Piekam parādija kas viņš ir par draņķi un koloborantu. Nesen jau teicu, kad Skvernelis taisījās par vidutāju starp žīdiem un Eiropu, lai paliek kvernēt Izraēlā, kā jau žīdu draugam pienākās. Tas draņķis ir pierādijis vairākkārt uz kā dzirnavām lej ūdeni. Ceru, ka Lietuvieši būs tik gudri un izsviedīs viņu mēslainē vai arī izraidīs uz tik mīļoto viņam žīdu zemi trimdā. 	HATE
Tas Pidar Ģīīmis aizvērs vienreiz savu žaunu un beigs nest kārtējoo ahineju??!!??::((((	HATE
"idiots!\
video autoram slimo ar mazvērtības kompleksu. Tādiem krāniš maziņš..."	HATE
Par idiotu nav jāpaliek......ja slims jau esi......)))))	HATE
Nu, pilnīgs idiots, žēl, ka nepaspēja jūsu helsinkus izvālēt līdz kliņķim 	HATE
Šito kropli uzreiz vajadzəja likvidēt	HATE
Shada veida morali slimus slavu kropljus vajadzetu kastret un utilizet, nevis likt vinu debili slimo un psihiatriski nestabilo viedokli masu medijos, pratin brauc majas, slavs ir slavs tapat ka suns ir suns un miers	HATE
"Saskaņu vispār vajadzētu likvidēt, kā šovinistisku, uz latviešu genocīdu vērstu, rusifikāciju atbalstošu, bezsmadzeņu partiju, kuras vienīgās spējas ir zagt, krāpties, iepirkt nanoūdeni un mēģināt savas prāta spējas kaut minimālā līmenī uzturēt ar konsultantiem no rīdzinieku naudas.\
Jāatzīst, ka Saskaņa spēj pārspēt savā niecībā absolūti jebkuru, pat pilnīgi bezjēdzīgu, partiju...\
Šitāds kroplīgs veidojums nav bijis nekad..."	HATE
Kādai izglītībai, tu dauni? Latvijas valsts nepiedāvā konkurētspējīgu izglītību kā tādu, kādu tev vēl pensiju un veselību, blonds esi vienīgi tu, pajol, un tādi, kas domā, ka šeit tev kaut ko dos par tavu samaksāto nodokļu naudu, tā mūsu varenā veselības sistēma ir plus mīnus tāda pati kā zimbabvē, nerunājot par pensiju.	HATE
Tā murgot var tikai galīgi atrefējies pasta ldaunis.	HATE
Tad vācies pie tiem saviem kungiem un milzīgajām rūpnīcām un nesmirdini te gaisu, kraupainais okupanteli. 	HATE
TAVA dzimtenē okupantu mūdzi NAV LATVIJA, bet kāda Utinijas mēslos slīkstoša ģerevņa. Vari nosprāgt tās dēļ un dari to ātrāk. 	HATE
Un ko TU okupantu mērgli PATS vari? Arī spēj tikai gānīties internetā, bet dzīvē esi tikai nožēlojama, gļēva lupata. 	HATE
Palestīnas okupantiem pienākas tikai karātavas !	HATE
Nāvi Nato okupantiem.	HATE
Ir gan te uzradusies gudra krievosu okupantcūka	HATE
Ko nu pļūtī, tas pidars nevarēja valstī novadīt demokrātiskas vēlēšanas, kurās balsis netiek pirktas un pārdotas.	HATE
Pidarass esi tu pats antiņ!	HATE
un tu cūkaci ar ko esi tik diženvarens ar to ka tik vien proti kā noriet citas tautas petuhu praidam posies pidar pumpainais dirsu neaizmirsti izmazgāt šmucgaili	HATE
pirms hihināšanas spermu izspļāvi šmucīgais pidar aizrīsies	HATE
Nu, un Rīgas Siltumā un Rīgas Ūdenī citi pidarasti dzīvo?	HATE
Izrādās Seleckis ir īsts čekistu mauka un aizstāvis !!!!	HATE
DIVI PAMUĻĶĪŠI---- KĀDU ĢIMĒNI ŠIE KRETĪNI GRIB VEIDOT??? VĒL ARĪ CITUS BĒRNUS GRIB SABOJĀT .......................VAI ŠIS VĀJPRĀTS REIZ NEBEIKSIES !!!	HATE
ASV asinsuņi sākuši atkal riet un slapināt pavisam citās teritorijās atstājot TUR TIKAI SAVU SMAKU.......Varbūt ASV izcilnieju fermu pārstāvji būs ievērojuši ,kad komentāri par notiekošo Krievijā jeb ar Krievijas līdzdalību ,tad ASV izcilnieku trollings norit pilnā marazmā,jo neko nezinot par Krieviju ir ļoti interesanti palasīt apzināto idiotu ,rusofobu komentārus....Agri vai vēlu ASV būs spiesta draudzēties ar Krieviju ,jo tādi ir nerakstīti likumi,kur lielvaras kurām ir iespēja IZNĪCINĀT VISU PASAULI...ir saprāta robežas jasadarbojas Tagad ASV notiek PĒCVĒLĒŠANU AGONIJA ,kur visi 100 procentīgi zināja ,kad uzvareš KLINTONE.....Pat Latvijas visa liberastu sorosīdu elite bija ASV vēstniecības tusiņā un līdz rītam gaidīja savas FAFORĪTES UZVARU un vajadzēja redžet šo inteleģento idiotu sejas un darbības ,kad UZVARE'JA TRAMPS......Pat mūsu liberasts STREIPS vēl tagad nevar sagaidīt ,kad tad beidzot ATMASKOS TO TRAMPU UN VIŅU NOMETĪS.....Tā ka tagad noteikas Klintones lieberastu nežēlīga kauja ar Trampa atbalstītāju nometni par TO ,LAI TRAMPS nekādi neuzvarētu otriez...,jo tad ASV liberasti un mūsu INTELEĢENTAIS IDIOTS STREIPS.....dabūs sirdstrieku.......Bet par ;šo ASV MAITAS PUTNU B 52 lidina''sanos virs Latvijas vajadzētu atcere'teis ,KAS IR ŠO MAITAS PUTNU KARAVĀ.....un zinot ,kad STULBIE JEŅĶI jau vairākas reizes ir PAZAUDĒJUŠI KODOLBUMBAS ,kuras vizina šie B52 MAITAS PUTNI......TAD ES NOVĒLU ŠIEM NOZOMBĒTAJIEM RUSOFOBIEM KĀDU kodolbumbu NO B 52 KRAVAS NODALĪJUMA..........	HATE
Vajaga viniem aizliegt arī elpot un pārvietoties!idioti!	HATE
"Dļja asoba tupih\
26.03.2019 08:20:48\
???? Paši draudzes locekli izbazunēja sava mācītāja vārdu.??????\
=================================================\
\
atbildu OSOBO TUPIJAM -\
-katoļiem ir priesteri nevis ģeķigi mācītāji\
\
Un draudze ''nebazūneja mācītāja vārdu&quot;&quot; --draudze iestajas lai nevainīgu cilvēku nenogānītu ... lai nevainīgu cilvēku kautkādi nelieši bezvainas pierādījumiem cietumā ka ļaundari neturētu --- draudze iestājās par taisnīgu un atklātu procesu nevis akceptēja ''pideraseļu slēpšanos aiz kautladas mistiskas &quot;&quot;Sabiedriskas organizācijas &quot;&quot; \
\
TEV PURNU IZDAUZĪT ==te esi morālas kroplis -- tu pat katoli spēj ieļaunot --- заебал своей простотой--- "	HATE
VW nemaz netraucēja BMW izbraukt, mierīgi abi varēja braukt, dāma slima. Man ar viens kroplis visu laiku neļāva apbraukt, vilkās priekšā pa otro jostu (blakus sēdēju), kad tikām garām paris reizes izšāvu (ar gāznieci), uzreiz malā bija un apstājās :)...	HATE
Karins ir moraals kroplis un zaglis. Tas protams ir personiigs viedoklis;);)	HATE
pie dirsas tavs amats, ments vai preizdents, kroplis morals tu esi tapat, neatkarigi no pakapes kur tu esi shaja post psrs sistema iemests, jo tadiem ka tu ilgs muzsh nebus, tas, ka tu doma, ka kads no tevis mizh vispar ir apbrinojami, shunelis kas smird tu esi, ka jau 90% no latvijas MENTIEM	HATE
Bļat,cik dzibilu ir Policijā,Robežsardzē,blat tas ir pizdzet,.Nerunāju ka apsardzē ir visi pilnīgi dzibili.Ne pienākumus savus zin ne tiesību ,un tt.Šo kropli atstādināt no amata nekavējoties ,ar pantu.	HATE
vācu žīda p.i.p.e.l.e. ari krievu p.i.p.e.l.e. garšoja Melitai	HATE
Vēl tas Rīgas lielzaglis nav nosists.	HATE
Pakārt! Pakārt!	HATE
Pidarass Zvirbuli, vēl vajag kompensēt sadursmi ar zilo vali. 	HATE
Ah tu Mauka !!! Tavaa smirdiigajaa Lido ne es ne manas gimenes locekli kaaju vairs nespers !! Rij pats savas KGB kotletes!!	HATE
nodirsties redzot to pimpi.	HATE
Erdogans ir idiots un putina pakaļas bučotājs.	HATE
Tūdaliņi Rīgu padirsa, pēc piecām minūtēm i valsti pajās. IDIOTU TAUTA. Paši neko nejēdz un nemāk, tad citus lien mācīt.	HATE
Idiot, tev to skabargu vajdzētu iespraust pakalā tā labi dziļi par Tautas nozaimošanu.Nelietis tu esi un vēl okupants līdz mūža galam !	HATE
Tā idiotene tā arī guļ naktī. Viņai jau citas pozas nav un neinteresē. Drausmīga bāba....	HATE
